entorno_ejecucion,motor,doc_id,nombre_pdf,ruta_relativa_repo,ruta_absoluta_pdf,page_index,campo,valor_gold,valor_pred,exactitud_binaria,tiempo_pagina_s,len_texto_pagina,fecha_corrida
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,15,ruc_emisor,10288513673,20380795907,0,1.0249,1136,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,15,tipo_documento,01,01,1,1.0249,1136,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,15,serie_numero,F001-00001707,,0,1.0249,1136,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,15,fecha_emision,2026-02-06,2026-02-06,1,1.0249,1136,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,15,moneda,PEN,PEN,1,1.0249,1136,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,15,monto_subtotal,67.80,,0,1.0249,1136,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,15,monto_igv,12.20,12.20,1,1.0249,1136,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,15,monto_total,80.00,80.00,1,1.0249,1136,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,15,ruc_receptor,20380795907,10288513673,0,1.0249,1136,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,15,razon_social_emisor,RESTAURANT HATUN WASI,FACTURA ELECTRÓNICA F001-00001707,0,1.0249,1136,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,17,ruc_emisor,10288513673,20380795907,0,1.2324,1263,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,17,tipo_documento,01,01,1,1.2324,1263,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,17,serie_numero,F001-00001711,,0,1.2324,1263,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,17,fecha_emision,2026-02-07,2026-02-07,1,1.2324,1263,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,17,moneda,PEN,PEN,1,1.2324,1263,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,17,monto_subtotal,38.14,,0,1.2324,1263,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,17,monto_igv,6.86,6.86,1,1.2324,1263,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,17,monto_total,45.00,45.00,1,1.2324,1263,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,17,ruc_receptor,20380795907,10288513673,0,1.2324,1263,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,17,razon_social_emisor,RESTAURANT HATUN WASI,FACTURA ELECTRÓNICA F001-00001711,0,1.2324,1263,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,19,ruc_emisor,10288019482,10288019482,1,0.949,1411,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,19,tipo_documento,01,01,1,0.949,1411,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,19,serie_numero,F003-2106,F003-2106,1,0.949,1411,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,19,fecha_emision,2026-02-07,2026-02-07,1,0.949,1411,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,19,moneda,PEN,PEN,1,0.949,1411,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,19,monto_subtotal,45.45,,0,0.949,1411,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,19,monto_igv,4.55,,0,0.949,1411,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,19,monto_total,50.00,24.00,0,0.949,1411,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,19,ruc_receptor,20380795907,20380795907,1,0.949,1411,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,19,razon_social_emisor,RESTAURANTE EL DORADO,"Ofrece:	Pollos	a	La	Brasa,	Brosther,	Salchipapas, Platos	Extras,	Menú	Ejecutivo,",0,0.949,1411,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,21,ruc_emisor,10288513673,20380795907,0,1.0741,1183,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,21,tipo_documento,01,01,1,1.0741,1183,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,21,serie_numero,F001-00001712,,0,1.0741,1183,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,21,fecha_emision,2026-02-08,2026-02-08,1,1.0741,1183,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,21,moneda,PEN,PEN,1,1.0741,1183,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,21,monto_subtotal,27.12,,0,1.0741,1183,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,21,monto_igv,4.88,4.88,1,1.0741,1183,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,21,monto_total,32.00,32.00,1,1.0741,1183,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,21,ruc_receptor,20380795907,10288513673,0,1.0741,1183,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,21,razon_social_emisor,RESTAURANT HATUN WASI,FACTURA ELECTRÓNICA F001-00001712,0,1.0741,1183,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,23,ruc_emisor,20615320561,20615320561,1,0.5081,1110,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,23,tipo_documento,01,01,1,0.5081,1110,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,23,serie_numero,E001-27,E001-27,1,0.5081,1110,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,23,fecha_emision,2026-02-08,2026-02-08,1,0.5081,1110,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,23,moneda,PEN,PEN,1,0.5081,1110,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,23,monto_subtotal,29.66,29.66,1,0.5081,1110,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,23,monto_igv,5.34,5.34,1,0.5081,1110,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,23,monto_total,35.00,29.66,0,0.5081,1110,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,23,ruc_receptor,20380795907,20380795907,1,0.5081,1110,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,23,razon_social_emisor,POLLOS A LA BRASA AMIGOS S.A.C.,E001-27,0,0.5081,1110,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,25,ruc_emisor,20612666751,20612666751,1,1.8045,4517,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,25,tipo_documento,01,01,1,1.8045,4517,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,25,serie_numero,E001-478,E001-478,1,1.8045,4517,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,25,fecha_emision,2026-02-08,2026-02-08,1,1.8045,4517,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,25,moneda,PEN,PEN,1,1.8045,4517,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,25,monto_subtotal,271.49,271.49,1,1.8045,4517,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,25,monto_igv,28.51,28.51,1,1.8045,4517,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,25,monto_total,300.00,271.49,0,1.8045,4517,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,25,ruc_receptor,20380795907,20380795907,1,1.8045,4517,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,25,razon_social_emisor,HOTEL SUMAC SAMARI S.A.C.,E001-478,0,1.8045,4517,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,27,ruc_emisor,20611798637,20611798637,1,0.523,1003,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,27,tipo_documento,01,01,1,0.523,1003,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,27,serie_numero,E001-324,E001-324,1,0.523,1003,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,27,fecha_emision,2026-02-08,2026-02-08,1,0.523,1003,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,27,moneda,PEN,PEN,1,0.523,1003,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,27,monto_subtotal,40.00,40.00,1,0.523,1003,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,27,monto_igv,0.00,0.00,1,0.523,1003,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,27,monto_total,40.00,40.00,1,0.523,1003,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,27,ruc_receptor,20380795907,20380795907,1,0.523,1003,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,27,razon_social_emisor,E T M TOURS PUQUIO-NASCA S.A.C.,E001-324,0,0.523,1003,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,29,ruc_emisor,20606737310,20606737310,1,0.5114,1122,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,29,tipo_documento,01,01,1,0.5114,1122,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,29,serie_numero,E001-2203,E001-2203,1,0.5114,1122,2026-04-14
WSL2 Ubuntu (preferente D-12),docling,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,/mnt/c/Users/Hans/Proyectos/vision_rag/data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,29,fecha_emision,2026-02-08,2026-02-08,1,0.5114,1122,2026-04-14
